App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
HD Themes Toyota Cruiser 100VX,PERSONALIZATION,NaN,2,16,100,Free,0,Teen,Personalization,"September 30, 2016",2.3.3 and up
BC browser,BUSINESS,NaN,1,3.4,100,Free,0,Everyone,Business,"January 17, 2018",4.0 and up
Jetting for Honda CR dirt bike,SPORTS,4.1,7,3.4,100,Paid,$3.49,Everyone,Sports,"April 13, 2016",3.0 and up
CL 2NE1 Wallpaper KPOP Fans HD,PERSONALIZATION,NaN,7,3.4,100,Free,0,Everyone,Personalization,"May 19, 2018",4.0 and up
CG Vidhansabha Chunav 2018,NEWS_AND_MAGAZINES,NaN,0,3.4,100,Free,0,Teen,News & Magazines,"April 12, 2018",4.0.3 and up
DT,LIFESTYLE,NaN,0,8.9,100,Free,0,Everyone,Lifestyle,"July 24, 2018",4.1 and up
FR Plus 1.6,AUTO_AND_VEHICLES,NaN,4,3.9,100,Free,0,Everyone,Auto & Vehicles,"July 24, 2018",4.4W and up
FQ Load Board for Transporters,BUSINESS,NaN,0,3.9,100,Free,0,Everyone,Business,"February 16, 2018",5.0 and up
MouseMingle,DATING,2.7,3,3.9,100,Free,0,Mature 17+,Dating,"July 17, 2018",4.4 and up
MouseMingle,DATING,2.7,3,3.9,100,Free,0,Mature 17+,Dating,"July 17, 2018",4.4 and up
Coupons for Dairy Queen,FOOD_AND_DRINK,4.6,42,3.9,100,Free,0,Teen,Food & Drink,"July 18, 2018",5.0 and up
PK and DK Audio App,FAMILY,5,2,3.9,100,Free,0,Everyone,Entertainment,"October 25, 2017",4.1 and up
SCI-FI UI,FAMILY,4.7,15,3.9,100,Paid,$1.99,Everyone,Entertainment,"April 16, 2018",1.6 and up
AJ Wallpapers,PERSONALIZATION,NaN,0,3.9,100,Free,0,Everyone,Personalization,"May 6, 2018",4.0.3 and up
Dulquer Salmaan HD Wallpapers,PERSONALIZATION,NaN,1,3.9,100,Free,0,Everyone,Personalization,"May 22, 2018",4.0 and up
Eh Bee Wallpapers HD,PERSONALIZATION,5,4,3.9,100,Free,0,Everyone,Personalization,"April 24, 2018",4.1 and up
Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3.9,100,Free,0,Everyone,Maps & Navigation,"October 16, 2017",4.2 and up
EG Tax Service,FINANCE,NaN,1,38,100,Free,0,Everyone,Finance,"April 23, 2018",4.1 and up
CX-41,LIFESTYLE,NaN,1,32,100,Free,0,Everyone,Lifestyle,"December 14, 2017",4.1 and up
EU-Schwerbehinderung,NEWS_AND_MAGAZINES,NaN,3,32,100,Free,0,Everyone 10+,News & Magazines,"July 16, 2018",6.0 and up
CP Cloud,BUSINESS,NaN,3,5.4,100,Free,0,Everyone,Business,"July 24, 2018",4.4 and up
EC Reps,BUSINESS,4,1,5.4,100,Free,0,Everyone,Business,"March 15, 2017",4.0 and up
Bee'ah Employee App,COMMUNICATION,4,4,5.4,100,Free,0,Teen,Communication,"December 24, 2017",5.0 and up
Programi podrške EU,COMMUNICATION,NaN,0,5.4,100,Free,0,Everyone,Communication,"January 15, 2018",4.1 and up
Alumni BJ,SOCIAL,NaN,2,5.4,100,Free,0,Everyone,Social,"November 8, 2017",4.1 and up
FO STELIA Méaulte,COMMUNICATION,NaN,2,18,100,Free,0,Everyone,Communication,"December 19, 2017",4.1 and up
DZ-JOKER,GAME,NaN,6,18,100,Free,0,Everyone,Arcade,"May 4, 2017",2.3 and up
AK-47 Simulation and Info,FAMILY,NaN,2,18,100,Free,0,Everyone,Entertainment,"May 5, 2018",5.0 and up
CSHS BX,FAMILY,NaN,0,18,100,Free,0,Everyone,Education,"April 17, 2018",4.4 and up
DV ASSIST,FAMILY,5,1,18,100,Free,0,Everyone,Education,"August 2, 2018",4.4 and up
CJ Gospel Hour,SOCIAL,5,7,18,100,Free,0,Everyone,Social,"July 25, 2018",4.4 and up
BU Dental GoGoldman,TRAVEL_AND_LOCAL,NaN,0,18,100,Free,0,Everyone,Travel & Local,"September 1, 2017",4.4 and up
AG test,TOOLS,NaN,3,18,100,Free,0,Everyone,Tools,"October 18, 2017",4.1 and up
Somos CG,PRODUCTIVITY,NaN,2,18,100,Free,0,Everyone,Productivity,"April 26, 2018",4.1 and up
EO Forum,BUSINESS,NaN,0,1.1,100,Free,0,Everyone,Business,"April 5, 2013",2.1 and up
Skin Disease,BEAUTY,4,1,2.2,100,Free,0,Everyone,Beauty,"August 30, 2017",2.2 and up
DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5,22,2.2,100,Free,0,Mature 17+,Entertainment,"November 2, 2017",4.4 and up
Wallpaper.cz,PHOTOGRAPHY,4.9,7,2.2,100,Free,0,Everyone,Photography,"July 11, 2015",3.0 and up
Check DB Benchmark,TOOLS,NaN,0,2.2,100,Free,0,Everyone,Tools,"March 11, 2017",4.0.3 and up
Tips & Tricks Dynamics AX 365,PRODUCTIVITY,NaN,1,2.2,100,Free,0,Everyone,Productivity,"July 14, 2017",4.0.3 and up
BN Whitening Shoppe Ph,BEAUTY,4,2,13,100,Free,0,Everyone,Beauty,"March 6, 2018",4.0.3 and up
AW Toolbox,BUSINESS,NaN,3,13,100,Paid,$19.90,Everyone,Business,"December 22, 2016",4.0 and up
CJ DVD Rentals,COMMUNICATION,1,5,13,100,Free,0,Everyone,Communication,"October 6, 2017",4.1 and up
Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5,18,13,100,Free,0,Everyone,Health & Fitness,"February 6, 2018",4.1 and up
Ay Telekom Oim,LIFESTYLE,NaN,6,13,100,Free,0,Everyone,Lifestyle,"February 17, 2018",4.1 and up
Büfe BU,LIFESTYLE,4.1,14,13,100,Free,0,Everyone,Lifestyle,"October 17, 2015",4.0.3 and up
EG Player,FAMILY,NaN,1,13,100,Free,0,Everyone,Entertainment,"December 20, 2017",4.0 and up
My EU,FAMILY,3.8,4,13,100,Free,0,Everyone,Education,"May 15, 2017",4.1 and up
Adhenarcos - Coupe Adhemar EY 2018,FAMILY,NaN,0,13,100,Free,0,Teen,Entertainment,"January 10, 2018",4.1 and up
Eternal Light AG,SOCIAL,5,30,13,100,Free,0,Teen,Social,"May 19, 2018",4.0.3 and up
Wallpapers DAF CF Trucks,PERSONALIZATION,NaN,1,13,100,Free,0,Teen,Personalization,"June 13, 2016",2.3.3 and up
HD Themes Toyota Cruiser 80,PERSONALIZATION,NaN,2,13,100,Free,0,Teen,Personalization,"October 3, 2016",2.3.3 and up
EP Home Energy Hub,PRODUCTIVITY,NaN,4,13,100,Free,0,Everyone,Productivity,"June 21, 2018",4.4 and up
ew-Magazin,NEWS_AND_MAGAZINES,NaN,2,13,100,Free,0,Everyone,News & Magazines,"December 13, 2016",4.0 and up
AG Fast Service Automotive,AUTO_AND_VEHICLES,NaN,5,1.7,100,Free,0,Everyone,Auto & Vehicles,"June 12, 2018",4.4 and up
West Central Ag,BUSINESS,NaN,3,1.7,100,Free,0,Everyone,Business,"January 16, 2017",4.0 and up
EY Digi India Personal Tax,BUSINESS,4,2,1.7,100,Free,0,Everyone,Business,"May 24, 2018",4.0.3 and up
Bw Events,EVENTS,4.4,16,1.7,100,Free,0,Everyone,Events,"August 9, 2016",4.0 and up
AW Radio,FAMILY,NaN,1,1.7,100,Free,0,Teen,Entertainment,"June 24, 2015",2.2 and up
Railroad Radio Vancouver BC,FAMILY,5,4,1.7,100,Free,0,Teen,Entertainment,"June 28, 2015",2.2 and up
Bm,FAMILY,NaN,1,1.7,100,Free,0,Everyone,Puzzle,"September 21, 2016",4.0.3 and up
Radio FG Paris Underground,FAMILY,NaN,3,1.7,100,Free,0,Teen,Entertainment,"July 26, 2015",2.2 and up
CQ Key,TOOLS,NaN,0,1.7,100,Free,0,Everyone,Tools,"April 26, 2018",4.0 and up
AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100,Free,0,Everyone,Video Players & Editors,"April 22, 2018",5.0 and up
BM FlexCheck,AUTO_AND_VEHICLES,3.5,2,34,100,Free,0,Everyone,Auto & Vehicles,"June 8, 2018",5.0 and up
TCF National Conference,EVENTS,NaN,1,34,100,Free,0,Everyone,Events,"July 11, 2018",4.1 and up
BX Thailand - Crypto Tracking & Analyse Bitcoin,FINANCE,NaN,2,34,100,Free,0,Everyone,Finance,"March 10, 2018",4.0.3 and up
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34,100,Free,0,Mature 17+,Action,"May 4, 2018",4.0 and up
Gate Of Death Ep: 1,GAME,4.4,7,34,100,Free,0,Everyone,Adventure,"October 7, 2016",2.3 and up
Br video editing,FAMILY,NaN,1,34,100,Free,0,Everyone,Entertainment,"September 1, 2017",4.1 and up
QC,FAMILY,NaN,4,34,100,Free,0,Everyone,Puzzle,"October 5, 2016",4.0.3 and up
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100,Paid,$12.99,Everyone,Medical,"July 25, 2018",3.0 and up
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,4.4,8,6.5,100,Paid,$12.99,Everyone,Medical,"July 25, 2018",3.0 and up
Meu Calendário CP,TOOLS,NaN,37,6.5,100,Free,0,Everyone,Tools,"August 5, 2018",4.0.3 and up
Ay Yıldız Duvar Kağıtları,PERSONALIZATION,NaN,3,6.5,100,Free,0,Everyone,Personalization,"December 10, 2017",4.3 and up
Halalguur,DATING,4.3,6,9,100,Free,0,Mature 17+,Dating,"July 26, 2018",4.0.3 and up
BL!TZ - Endless,GAME,4.7,21,9,100,Free,0,Everyone,Arcade,"June 30, 2017",4.0.3 and up
AO-EVENT,BUSINESS,NaN,0,42,100,Free,0,Everyone,Business,"May 28, 2018",4.1 and up
CE SmartApp.com,BUSINESS,NaN,0,42,100,Free,0,Everyone,Business,"March 16, 2018",4.2 and up
World Racers family board game,FAMILY,4.8,4,42,100,Paid,$0.99,Everyone,Board;Pretend Play,"September 3, 2015",5.1 and up
Dress Up RagazzA13 DX,FAMILY,3.5,13,42,100,Paid,$0.99,Everyone,Simulation,"September 16, 2016",4.0.3 and up
F*ck This Game,GAME,4.6,8,6.3,100,Paid,$0.99,Teen,Action,"July 18, 2015",2.3 and up
ADS-B Driver,TOOLS,5,2,6.3,100,Paid,$1.99,Everyone,Tools,"May 15, 2018",4.4 and up
AJ Nails Supply,SHOPPING,NaN,1,6.6,100,Free,0,Everyone,Shopping,"August 15, 2016",2.3.3 and up
Thistletown CI,PRODUCTIVITY,1,1,6.6,100,Free,0,Everyone,Productivity,"March 15, 2018",4.1 and up
Bolt - EV Charging Service,AUTO_AND_VEHICLES,3,9,8.4,100,Free,0,Everyone,Auto & Vehicles,"March 23, 2018",5.0 and up
CompactiMa EC pH Calibration,BOOKS_AND_REFERENCE,NaN,0,8.4,100,Free,0,Everyone,Books & Reference,"December 22, 2016",4.1 and up
EY Africa,BUSINESS,NaN,0,8.4,100,Free,0,Everyone,Business,"April 9, 2018",4.2 and up
DS-Students,FAMILY,4.8,5,8.4,100,Free,0,Everyone,Education,"July 3, 2018",4.1 and up
Tester EP,TOOLS,NaN,9,4.8,100,Free,0,Everyone,Tools,"May 15, 2018",2.1 and up
BV Mobile Apps,PRODUCTIVITY,5,3,4.8,100,Free,0,Everyone,Productivity,"June 5, 2018",4.2 and up
PRIMATURE.CD,NEWS_AND_MAGAZINES,NaN,6,4.8,100,Free,0,Everyone,News & Magazines,"October 30, 2017",4.1 and up
BRL AG,TOOLS,NaN,0,52,100,Free,0,Everyone,Tools,"September 19, 2017",4.0 and up
CD Roma's,BUSINESS,NaN,2,6.7,100,Free,0,Everyone,Business,"June 4, 2015",4.0.3 and up
CI Crew,FAMILY,NaN,1,30,100,Free,0,Everyone,Entertainment,"March 8, 2018",2.3.3 and up
CB Mobile,BUSINESS,NaN,3,2.6,100,Free,0,Everyone,Business,"April 26, 2018",4.0 and up
FP-safe,BUSINESS,NaN,0,2.6,100,Free,0,Everyone,Business,"May 8, 2018",4.0.3 and up
CE-SETRAM l’Appli,LIBRARIES_AND_DEMO,NaN,0,2.6,100,Free,0,Everyone,Libraries & Demo,"December 5, 2017",4.0.3 and up
"Beacon Baptist Jupiter, FL",LIFESTYLE,5,14,2.6,100,Free,0,Everyone,Lifestyle,"October 13, 2017",4.0.3 and up
CB VIDEO VISION,PHOTOGRAPHY,5,13,2.6,100,Free,0,Everyone,Photography,"September 12, 2017",4.1 and up
FK Dedinje BGD,SPORTS,5,36,2.6,100,Free,0,Everyone,Sports,"February 11, 2017",4.0 and up
CD COMET,MAPS_AND_NAVIGATION,4.3,12,2.6,100,Free,0,Everyone,Maps & Navigation,"August 4, 2018",4.1 and up
FP Connect,COMMUNICATION,NaN,0,22,100,Free,0,Teen,Communication,"December 15, 2017",4.1 and up
AJ Men's Grooming,LIFESTYLE,5,2,22,100,Free,0,Everyone,Lifestyle,"August 28, 2017",4.1 and up
My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22,100,Free,0,Everyone,Lifestyle,"September 20, 2016",4.1 and up
Cr Aviation Academy,FAMILY,5,7,22,100,Free,0,Everyone,Education,"August 9, 2017",4.1 and up
Sway Medical,MEDICAL,5,3,22,100,Free,0,Everyone,Medical,"July 25, 2018",5.0 and up
Sway Medical,MEDICAL,5,3,22,100,Free,0,Everyone,Medical,"July 25, 2018",5.0 and up
BH Mission Playbook,TRAVEL_AND_LOCAL,NaN,0,22,100,Free,0,Everyone,Travel & Local,"April 2, 2018",4.4 and up
Santa Fe VIP Tours,TRAVEL_AND_LOCAL,NaN,1,22,100,Free,0,Everyone,Travel & Local,"August 19, 2017",4.0 and up
iReadMe,PRODUCTIVITY,5,8,22,100,Free,0,Everyone,Productivity,"March 6, 2018",4.4 and up
Fort Myers FL,PRODUCTIVITY,NaN,0,22,100,Free,0,Everyone,Productivity,"September 17, 2015",4.1 and up
CB Land,BUSINESS,NaN,0,6.4,100,Free,0,Everyone,Business,"March 13, 2018",4.1 and up
DB HOME,LIFESTYLE,5,5,3.2,100,Free,0,Everyone,Lifestyle,"August 31, 2017",4.0 and up
Results for FL Lottery (Florida),FAMILY,NaN,1,3.2,100,Free,0,Mature 17+,Entertainment,"November 2, 2017",4.0.3 and up
Cluster CF,SPORTS,NaN,10,3.2,100,Free,0,Everyone,Sports,"July 15, 2018",4.1 and up
BH Rocking,TRAVEL_AND_LOCAL,NaN,13,3.2,100,Free,0,Everyone,Travel & Local,"January 17, 2018",4.1 and up
Green Build - An unofficial Travis CI client,TOOLS,3.9,7,3.2,100,Free,0,Everyone,Tools,"June 6, 2018",5.0 and up
CL Notifier,TOOLS,5,36,3.2,100,Free,0,Teen,Tools,"August 2, 2017",4.0 and up
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2,100,Free,0,Everyone,Productivity,"November 4, 2017",4.1 and up
CI View,BUSINESS,NaN,2,9.9,100,Free,0,Everyone,Business,"April 19, 2017",4.1 and up
Stats CR Clan for Clash Royale,FAMILY,3.8,16,9.9,100,Free,0,Everyone,Entertainment,"July 25, 2018",4.1 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9,100,Free,0,Mature 17+,Dating,"July 24, 2018",4.0.3 and up
Chat Kids - Chat Room For Kids,DATING,4.7,6,4.9,100,Free,0,Mature 17+,Dating,"July 24, 2018",4.0.3 and up
Bacterial Vaginosis,HEALTH_AND_FITNESS,NaN,1,4.9,100,Free,0,Everyone,Health & Fitness,"February 21, 2018",4.0 and up
CT Pulmonary Angiography,MEDICAL,NaN,0,4.9,100,Free,0,Everyone,Medical,"March 24, 2018",4.0 and up
CD Events,BUSINESS,NaN,1,9.5,100,Free,0,Everyone,Business,"March 27, 2015",2.3.3 and up
Alachua County Sheriff FL,LIFESTYLE,3.2,5,9.5,100,Free,0,Everyone,Lifestyle,"May 13, 2015",4.0 and up
Girls Live Talk - Free Text and Video Chat,DATING,5,6,5,100,Free,0,Mature 17+,Dating,"August 1, 2018",4.0.3 and up
Soy Luna - Top Music And Lyrics,DATING,NaN,1,5,100,Free,0,Teen,Dating,"July 24, 2018",4.0.3 and up
Online Girls Chat Group,DATING,5,5,5,100,Free,0,Mature 17+,Dating,"August 2, 2018",4.0.3 and up
i miss you quotes and photos,DATING,NaN,0,5,100,Free,0,Everyone,Dating,"July 22, 2018",4.0 and up
BV Aventure,TRAVEL_AND_LOCAL,NaN,0,5,100,Free,0,Everyone,Travel & Local,"July 22, 2016",4.0 and up
"Kolkata News:Anandbazar Patrika,ei samay&AllRating",NEWS_AND_MAGAZINES,5,10,5,100,Free,0,Everyone,News & Magazines,"July 14, 2018",4.0.3 and up
British Columbia Transit Info,MAPS_AND_NAVIGATION,NaN,0,5,100,Free,0,Everyone 10+,Maps & Navigation,"February 19, 2016",2.2 and up
iScore5 AP Psych,FAMILY,2.9,10,73,100,Paid,$4.99,Everyone,Educational,"April 25, 2017",4.0.3 and up
FieldBi FR Offline,BUSINESS,NaN,2,6.8,100,Free,0,Everyone,Business,"August 6, 2018",4.1 and up
EJ Ecuador,LIFESTYLE,NaN,9,6.8,100,Free,0,Teen,Lifestyle,"November 22, 2016",4.0 and up
BU Alsace,BOOKS_AND_REFERENCE,NaN,3,4,100,Free,0,Everyone,Books & Reference,"October 3, 2017",2.3 and up
van Gennip Textiles BV,LIFESTYLE,NaN,1,4,100,Free,0,Everyone,Lifestyle,"June 28, 2018",4.1 and up
EG India,LIFESTYLE,5,3,4,100,Free,0,Everyone,Lifestyle,"July 29, 2018",4.0.3 and up
Disciple Maker’s (DM) Lab,FAMILY,5,3,4,100,Free,0,Everyone,Education,"August 1, 2018",4.4 and up
AE Manager,TOOLS,NaN,0,4,100,Free,0,Everyone,Tools,"June 15, 2015",4.0.3 and up
BQ Scan,TOOLS,4.6,18,4,100,Free,0,Everyone,Tools,"April 1, 2018",4.0 and up
Prosperity,EVENTS,5,16,2.3,100,Free,0,Everyone,Events,"July 9, 2018",2.0 and up
CD Music,LIBRARIES_AND_DEMO,NaN,1,2.3,100,Free,0,Everyone,Libraries & Demo,"March 30, 2018",4.4 and up
BD Hospital's,FAMILY,4.7,12,2.3,100,Free,0,Everyone,Education,"October 7, 2015",3.0 and up
MbH BM,MEDICAL,1,1,2.3,100,Free,0,Everyone,Medical,"December 14, 2016",4.3 and up
CG Prints,PHOTOGRAPHY,5,1,2.3,100,Free,0,Everyone,Photography,"January 24, 2017",4.3 and up
LC-DB-LITE,PHOTOGRAPHY,NaN,0,2.3,100,Free,0,Everyone,Photography,"October 20, 2017",4.2 and up
BG Torneos,SPORTS,NaN,7,2.3,100,Free,0,Everyone,Sports,"June 13, 2018",4.1 and up
AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5,43,2.3,100,Free,0,Everyone,News & Magazines,"June 22, 2018",4.4 and up
BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2.3,100,Free,0,Everyone,News & Magazines,"March 9, 2018",4.0.3 and up
Ay Up,FAMILY,4.5,11,7.2,100,Free,0,Everyone,Entertainment,"October 27, 2015",2.1 and up
EU in the World,FAMILY,NaN,8,7.2,100,Free,0,Everyone,Entertainment,"March 2, 2018",4.1 and up
Cypress College Library,BOOKS_AND_REFERENCE,NaN,0,2.1,100,Free,0,Everyone,Books & Reference,"December 7, 2015",1.6 and up
EP,BUSINESS,NaN,3,2.1,100,Free,0,Everyone,Business,"November 13, 2015",2.3.3 and up
CSCS BG (в български),FAMILY,2.4,7,2.1,100,Paid,$3.99,Everyone,Education,"March 23, 2017",4.0.3 and up
BK Video Status,FAMILY,5,13,2.1,100,Free,0,Everyone,Entertainment,"July 7, 2018",4.4 and up
IF YOU TO EU PEGO,FAMILY,NaN,3,2.1,100,Paid,$1.26,Everyone,Entertainment,"January 12, 2012",2.1 and up
AK Lodi Films,VIDEO_PLAYERS,4.9,23,2.1,100,Free,0,Everyone,Video Players & Editors,"August 11, 2015",4.0 and up
CL-Phlebotomist,MEDICAL,4.7,19,7.3,100,Free,0,Everyone,Medical,"June 16, 2018",4.1 and up
BS Chopper,GAME,NaN,0,41,100,Free,0,Everyone,Racing,"October 5, 2017",4.1 and up
Neon-R (Red),PERSONALIZATION,4.7,25,41,100,Paid,$0.99,Everyone,Personalization,"March 12, 2015",4.0.3 and up
Sarajevo Film Festival - Official,EVENTS,NaN,6,9.7,100,Free,0,Everyone 10+,Events,"July 31, 2018",4.4W and up
CF SPOT,HEALTH_AND_FITNESS,NaN,0,9.7,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
"Cystic Fibrosis Symptoms, Doctors & Treatments",HEALTH_AND_FITNESS,4.7,6,9.7,100,Free,0,Teen,Health & Fitness,"April 24, 2018",5.0 and up
Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5,12,50,100,Paid,$3.99,Everyone,Books & Reference,"June 13, 2016",2.2 and up
ES Solar,BUSINESS,5,3,4.7,100,Free,0,Everyone,Business,"May 17, 2018",4.1 and up
BH Açaí,FOOD_AND_DRINK,NaN,3,4.7,100,Free,0,Everyone,Food & Drink,"May 29, 2018",4.0.3 and up
Socle Commun BO du 23-04-2015,LIBRARIES_AND_DEMO,NaN,4,4.7,100,Paid,$0.99,Everyone,Libraries & Demo,"August 8, 2016",4.1 and up
Blackjack Verite Drills,GAME,4.6,17,4.7,100,Paid,$14.00,Teen,Casino,"July 9, 2017",3.0 and up
Jigsaw Puzzles Volvo FH Truck Game,FAMILY,NaN,4,4.7,100,Free,0,Teen,Puzzle,"July 24, 2017",4.0.3 and up
Driving Cars Simulator Citroen,GAME,NaN,3,49,100,Free,0,Everyone,Racing,"April 5, 2018",4.4 and up
FA Player Essentials,SPORTS,5,7,68,100,Free,0,Everyone,Sports,"July 23, 2018",4.0.3 and up
Servidor Privado CR y CoC - Royale Servers PRO,TOOLS,NaN,55,4.3,100,Paid,$1.99,Everyone,Tools,"December 24, 2017",2.3 and up
Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5,4.3,100,Paid,$1.49,Everyone,Personalization,"July 31, 2018",7.0 and up
BV,COMMUNICATION,5,3,1.6,100,Free,0,Everyone,Communication,"August 4, 2016",3.0 and up
CT-REMOTE,GAME,3.3,19,1.6,100,Paid,$4.49,Everyone,Action,"February 10, 2015",2.3 and up
EC Apps List,TOOLS,4.5,2,1.6,100,Free,0,Everyone,Tools,"February 12, 2015",4.0 and up
CF Etowah,HEALTH_AND_FITNESS,NaN,0,8.8,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
EP Church Annapolis,LIFESTYLE,5,2,8.8,100,Free,0,Everyone,Lifestyle,"January 14, 2017",4.1 and up
BJ Strategy Tester,GAME,NaN,1,8.8,100,Free,0,Everyone,Casino,"May 19, 2015",2.3 and up
BW SmartLife,TOOLS,NaN,0,8.8,100,Free,0,Everyone,Tools,"December 5, 2017",4.1 and up
AF Comics Reader - Free,COMICS,2.8,5,4.1,100,Free,0,Everyone,Comics,"November 10, 2017",4.1 and up
Capital Bk Mobile Business Dep,FINANCE,NaN,1,4.1,100,Free,0,Everyone,Finance,"February 3, 2016",4.1 and up
ASCP® CG Exam Flashcards 2018,FAMILY,NaN,0,4.1,100,Free,0,Everyone,Education,"June 13, 2017",4.3 and up
Choose SuperHero Quize Marvel | DC,FAMILY,NaN,3,4.1,100,Free,0,Everyone,Entertainment,"July 29, 2018",5.0 and up
MasterDT,SPORTS,NaN,24,4.1,100,Free,0,Everyone,Sports,"June 30, 2018",4.0.3 and up
MOD Black for BM,BOOKS_AND_REFERENCE,NaN,2,7.8,100,Free,0,Everyone,Books & Reference,"July 31, 2017",4.0 and up
CR Magazine,BUSINESS,1,1,7.8,100,Free,0,Everyone,Business,"July 23, 2014",2.3.3 and up
CF Talenti,HEALTH_AND_FITNESS,NaN,4,7.8,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
The Church at CW,LIFESTYLE,4.5,2,7.8,100,Free,0,Teen,Lifestyle,"June 25, 2018",4.1 and up
Galaxian(FC),GAME,4.5,2,7.8,100,Paid,$1.99,Everyone,Arcade,"November 13, 2015",2.3 and up
Foothills CP,FAMILY,5,4,7.8,100,Free,0,Teen,Education,"June 25, 2018",4.1 and up
DU CS Lectures - Learn to Code for Free,FAMILY,4.8,16,7.8,100,Free,0,Everyone,Education,"July 29, 2018",4.1 and up
Blender BG - Photo Blend With Background,PHOTOGRAPHY,NaN,0,7.8,100,Free,0,Everyone,Photography,"September 20, 2017",4.2 and up
Azulones Getafe CF Fans,SPORTS,NaN,4,7.8,100,Free,0,Teen,Sports,"March 25, 2017",2.3.3 and up
DM TrackMan,MAPS_AND_NAVIGATION,NaN,10,7.8,100,Free,0,Everyone,Maps & Navigation,"June 26, 2018",4.4 and up
Summer Madness,EVENTS,NaN,4,1.4,100,Free,0,Everyone,Events,"July 26, 2018",4.0 and up
Digital FM Brasília DF,FAMILY,NaN,5,1.4,100,Free,0,Everyone,Entertainment,"September 22, 2017",2.3 and up
Trauma CT Head Rules,MEDICAL,NaN,2,1.4,100,Free,0,Everyone,Medical,"April 23, 2017",4.0.3 and up
BL 1-Click Camera,PHOTOGRAPHY,NaN,4,1.4,100,Paid,$3.99,Everyone,Photography,"August 18, 2016",2.3 and up
CB Frequencies,TOOLS,4,5,1.4,100,Paid,$0.99,Everyone,Tools,"December 24, 2015",4.0.3 and up
Radiological Anatomy For FRCR1,MEDICAL,4.8,12,44,100,Paid,$6.99,Everyone,Medical,"January 22, 2014",4.0 and up
J. Polep Plus Mobile,PRODUCTIVITY,NaN,0,44,100,Free,0,Everyone,Productivity,"March 26, 2018",5.0 and up
BP Log lite,LIFESTYLE,5,3,1.5,100,Free,0,Everyone,Lifestyle,"November 15, 2014",2.2 and up
most expensive app (H),FAMILY,4.3,6,1.5,100,Paid,$399.99,Everyone,Entertainment,"July 16, 2018",7.0 and up
CG Smart,SPORTS,NaN,2,1.5,100,Free,0,Everyone,Sports,"August 12, 2016",4.0.3 and up
G-NetWiFi Pro,TOOLS,3.3,6,1.5,100,Paid,$5.99,Everyone,Tools,"June 18, 2018",4.0 and up
DW Timer,TOOLS,5,9,1.5,100,Free,0,Everyone,Tools,"April 5, 2017",1.6 and up
EI Calculator,TOOLS,4,8,1.5,100,Free,0,Everyone,Tools,"May 23, 2016",1.6 and up
EP Kalkulator el. energije,TOOLS,4.4,13,1.5,100,Free,0,Everyone,Tools,"February 20, 2015",4.0 and up
EF Jumper,GAME,NaN,4,5.1,100,Free,0,Everyone,Arcade,"July 13, 2017",2.2 - 7.1.1
AK-47 guns Sounds,FAMILY,NaN,2,5.1,100,Free,0,Everyone,Entertainment,"June 28, 2018",4.0 and up
PCOS Guide - Fight PCOS naturally,MEDICAL,NaN,0,5.1,100,Free,0,Everyone,Medical,"August 4, 2018",5.0 and up
BA Status,TRAVEL_AND_LOCAL,NaN,0,5.1,100,Free,0,Everyone,Travel & Local,"August 13, 2016",4.0.3 and up
Business Mitra (BM),BUSINESS,4.9,13,5.3,100,Free,0,Everyone,Business,"July 12, 2018",4.0.3 and up
Santa Fe Sentry,HOUSE_AND_HOME,NaN,0,5.3,100,Free,0,Everyone,House & Home,"August 7, 2017",4.1 and up
Dr. D. Y. Patil Vidyapeeth GBS,FAMILY,4,3,5.3,100,Free,0,Everyone,Education,"February 14, 2017",4.1 and up
GirlTalk.dk,SOCIAL,4.3,3,5.3,100,Free,0,Teen,Social,"September 22, 2017",4.1 and up
EP Mobil,SHOPPING,NaN,3,5.3,100,Free,0,Everyone,Shopping,"July 18, 2018",4.1 and up
E.F.JUVENTUD MADRID,SPORTS,NaN,3,5.3,100,Free,0,Everyone,Sports,"July 13, 2017",4.0.3 and up
